"chr","pos","score","method"
"chr1",17723903,0.833,"ihs"
"chr1",17807903,0.18,"ihs"
"chr1",17891904,0.549,"ihs"
"chr1",17975904,0.386,"ihs"
"chr1",18059904,0.103,"ihs"
"chr1",18143905,0.144,"ihs"
"chr1",18227905,0.162,"ihs"
"chr1",18311905,0.172,"ihs"
"chr1",18395906,0.973,"ihs"
"chr1",18479906,0.351,"ihs"
"chr1",18563906,0.95,"ihs"
"chr1",18647907,0.589,"ihs"
"chr1",18731907,0.287,"ihs"
"chr1",18815907,1.009,"ihs"
"chr1",18899908,0.527,"ihs"
"chr1",18983908,0.863,"ihs"
"chr1",19067908,0.344,"ihs"
"chr1",19151909,0.074,"ihs"
"chr1",19235909,0.464,"ihs"
"chr1",19319909,0.409,"ihs"
"chr1",19403910,0.624,"ihs"
"chr1",19487910,0.17,"ihs"
"chr1",19571910,0.02,"ihs"
"chr1",19655911,0.239,"ihs"
"chr1",19739911,0.097,"ihs"
"chr1",19823911,0.356,"ihs"
"chr1",19907912,0.874,"ihs"
"chr1",19991912,1.004,"ihs"
"chr1",20075912,0.606,"ihs"
"chr1",20159913,0.072,"ihs"
"chr1",20243913,0.836,"ihs"
"chr1",20327913,0.125,"ihs"
"chr1",20411914,0.915,"ihs"
"chr1",20495914,0.515,"ihs"
"chr1",20579914,1.031,"ihs"
"chr1",20663915,0.658,"ihs"
"chr1",20747915,0.058,"ihs"
"chr1",20831915,0.246,"ihs"
"chr1",20915916,0.235,"ihs"
"chr1",20999916,0.259,"ihs"
"chr1",21083916,0.199,"ihs"
"chr1",21167917,0.541,"ihs"
"chr1",21251917,0.799,"ihs"
"chr1",21335917,0.621,"ihs"
"chr1",21419918,0.124,"ihs"
"chr1",21503918,0.133,"ihs"
"chr1",21587918,0.229,"ihs"
"chr1",21671919,0.952,"ihs"
"chr1",21755919,0.287,"ihs"
"chr1",21839919,0.661,"ihs"
"chr1",21923920,0.636,"ihs"
"chr1",22007920,0.218,"ihs"
"chr1",22091920,0.551,"ihs"
"chr1",22175921,0.913,"ihs"
"chr1",22259921,0.684,"ihs"
"chr1",22343921,0.374,"ihs"
"chr1",22427922,0.309,"ihs"
"chr1",22511922,0.773,"ihs"
"chr1",22595922,0.065,"ihs"
"chr1",22679923,0.48,"ihs"
"chr1",22763923,0.911,"ihs"
"chr1",22847923,0.133,"ihs"
"chr1",22931924,0.882,"ihs"
"chr1",23015924,0.238,"ihs"
"chr1",23099924,0.487,"ihs"
"chr1",23183925,0.226,"ihs"
"chr1",23267925,0.525,"ihs"
"chr1",23351925,0.22,"ihs"
"chr1",23435926,0.431,"ihs"
"chr1",23519926,0.02,"ihs"
"chr1",23603926,0.362,"ihs"
"chr1",23687927,0.398,"ihs"
"chr1",23771927,0.26,"ihs"
"chr1",23855927,0.226,"ihs"
"chr1",23939928,0.845,"ihs"
"chr1",24023928,0.421,"ihs"
"chr1",24107928,0.498,"ihs"
"chr1",24191929,0.211,"ihs"
"chr1",24275929,0.02,"ihs"
"chr1",24359929,0.983,"ihs"
"chr1",24443930,0.228,"ihs"
"chr1",24527930,0.205,"ihs"
"chr1",24611930,0.02,"ihs"
"chr1",24695931,0.125,"ihs"
"chr1",24779931,0.46,"ihs"
"chr1",24863931,1.066,"ihs"
"chr1",24947932,0.607,"ihs"
"chr1",25031932,0.56,"ihs"
"chr1",25115932,0.651,"ihs"
"chr1",25199933,1.463,"ihs"
"chr1",25283933,0.772,"ihs"
"chr1",25367933,0.652,"ihs"
"chr1",25451934,1.784,"ihs"
"chr1",25535934,1.07,"ihs"
"chr1",25619934,1.112,"ihs"
"chr1",25703935,0.906,"ihs"
"chr1",25787935,0.548,"ihs"
"chr1",25871935,0.798,"ihs"
"chr1",25955936,1.113,"ihs"
"chr1",26039936,0.49,"ihs"
"chr1",26123936,1.129,"ihs"
"chr1",26207937,0.595,"ihs"
"chr1",26291937,0.757,"ihs"
"chr1",26375938,0.482,"ihs"
"chr1",26459938,0.073,"ihs"
"chr1",26543938,0.175,"ihs"
"chr1",26627939,0.581,"ihs"
"chr1",26711939,0.233,"ihs"
"chr1",26795939,0.382,"ihs"
"chr1",26879940,0.62,"ihs"
"chr1",26963940,0.498,"ihs"
"chr1",27047940,0.229,"ihs"
"chr1",27131941,0.549,"ihs"
"chr1",27215941,0.375,"ihs"
"chr1",27299941,1.084,"ihs"
"chr1",27383942,0.567,"ihs"
"chr1",27467942,0.607,"ihs"
"chr1",27551942,0.955,"ihs"
"chr1",27635943,1.138,"ihs"
"chr1",27719943,1.496,"ihs"
"chr1",27803943,1.247,"ihs"
"chr1",27887944,1.616,"ihs"
"chr1",27971944,1.482,"ihs"
"chr1",28055944,1.332,"ihs"
"chr1",28139945,1.35,"ihs"
"chr1",28223945,1.101,"ihs"
"chr1",28307945,1.94,"ihs"
"chr1",28391946,1.925,"ihs"
"chr1",28475946,1.807,"ihs"
"chr1",28559946,1.15,"ihs"
"chr1",28643947,1.869,"ihs"
"chr1",28727947,1.297,"ihs"
"chr1",28811947,1.304,"ihs"
"chr1",28895948,1.107,"ihs"
"chr1",28979948,0.522,"ihs"
"chr1",29063948,0.507,"ihs"
"chr1",29147949,0.854,"ihs"
"chr1",29231949,0.453,"ihs"
"chr1",29315949,0.431,"ihs"
"chr1",29399950,0.792,"ihs"
"chr1",29483950,0.943,"ihs"
"chr1",29567950,0.531,"ihs"
"chr1",29651951,0.477,"ihs"
"chr1",29735951,0.369,"ihs"
"chr1",29819951,0.286,"ihs"
"chr1",29903952,0.04,"ihs"
"chr1",29987952,0.101,"ihs"
"chr1",30071952,0.596,"ihs"
"chr1",30155953,0.166,"ihs"
"chr1",30239953,1.049,"ihs"
"chr1",30323953,0.488,"ihs"
"chr1",30407954,0.065,"ihs"
"chr1",30491954,0.141,"ihs"
"chr1",30575954,0.149,"ihs"
"chr1",30659955,0.343,"ihs"
"chr1",30743955,0.414,"ihs"
"chr1",30827955,0.379,"ihs"
"chr1",30911956,0.438,"ihs"
"chr1",30995956,0.532,"ihs"
"chr1",31079956,0.621,"ihs"
"chr1",31163957,0.864,"ihs"
"chr1",31247957,0.201,"ihs"
"chr1",31331957,0.302,"ihs"
"chr1",31415958,0.084,"ihs"
"chr1",31499958,0.814,"ihs"
"chr1",31583958,1.181,"ihs"
"chr1",31667959,0.612,"ihs"
"chr1",31751959,0.662,"ihs"
"chr1",31835959,0.855,"ihs"
"chr1",31919960,0.157,"ihs"
"chr1",32003960,0.275,"ihs"
"chr1",32087960,0.308,"ihs"
"chr1",32171961,0.969,"ihs"
"chr1",32255961,0.178,"ihs"
"chr1",32339961,0.195,"ihs"
"chr1",32423962,0.786,"ihs"
"chr1",32507962,1.196,"ihs"
"chr1",32591962,0.326,"ihs"
"chr1",32675963,0.02,"ihs"
"chr1",32759963,0.689,"ihs"
"chr1",32843963,0.367,"ihs"
"chr1",32927964,1.225,"ihs"
"chr1",33011964,0.816,"ihs"
"chr1",33095964,0.044,"ihs"
"chr1",33179965,0.864,"ihs"
"chr1",33263965,0.618,"ihs"
"chr1",33347965,1.257,"ihs"
"chr1",33431966,1.301,"ihs"
"chr1",33515966,1.301,"ihs"
"chr1",33599966,1.503,"ihs"
"chr1",33683967,0.698,"ihs"
"chr1",33767967,0.02,"ihs"
"chr1",33851967,0.07,"ihs"
"chr1",33935968,0.198,"ihs"
"chr1",34019968,0.329,"ihs"
"chr1",34103968,0.435,"ihs"
"chr1",34187969,0.02,"ihs"
"chr1",34271969,0.122,"ihs"
"chr1",34355969,0.306,"ihs"
"chr1",34439970,0.096,"ihs"
"chr1",34523970,0.409,"ihs"
"chr1",34607970,0.412,"ihs"
"chr1",34691971,0.236,"ihs"
"chr1",34775971,0.143,"ihs"
"chr1",34859971,0.464,"ihs"
"chr1",34943972,0.257,"ihs"
"chr1",35027972,0.709,"ihs"
"chr1",35111972,0.249,"ihs"
"chr1",35195973,0.864,"ihs"
"chr1",35279973,0.185,"ihs"
"chr1",35363973,0.575,"ihs"
"chr1",35447974,0.46,"ihs"
"chr1",35531974,0.214,"ihs"
"chr1",35615974,0.549,"ihs"
"chr1",35699975,0.02,"ihs"
"chr1",35783975,0.39,"ihs"
"chr1",35867975,0.46,"ihs"
"chr1",35951976,0.522,"ihs"
"chr1",36035976,0.67,"ihs"
"chr1",36119976,0.349,"ihs"
"chr1",36203977,0.746,"ihs"
"chr1",36287977,0.332,"ihs"
"chr1",36371977,0.234,"ihs"
"chr1",36455978,0.946,"ihs"
"chr1",36539978,0.13,"ihs"
"chr1",36623978,0.02,"ihs"
"chr1",36707979,0.066,"ihs"
"chr1",36791979,0.598,"ihs"
"chr1",36875980,0.213,"ihs"
"chr1",36959980,0.674,"ihs"
"chr1",37043980,0.079,"ihs"
"chr1",37127981,0.375,"ihs"
"chr1",37211981,0.203,"ihs"
"chr1",37295981,0.468,"ihs"
"chr1",37379982,0.223,"ihs"
"chr1",37463982,0.866,"ihs"
"chr1",37547982,0.762,"ihs"
"chr1",37631983,0.23,"ihs"
"chr1",37715983,0.17,"ihs"
"chr1",37799983,0.623,"ihs"
"chr1",37883984,0.94,"ihs"
"chr1",37967984,0.978,"ihs"
"chr1",38051984,0.157,"ihs"
"chr1",38135985,0.599,"ihs"
"chr1",38219985,0.551,"ihs"
"chr1",38303985,0.404,"ihs"
"chr1",38387986,0.02,"ihs"
"chr1",38471986,1.295,"ihs"
"chr1",38555986,0.649,"ihs"
"chr1",38639987,0.661,"ihs"
"chr1",38723987,0.02,"ihs"
"chr1",38807987,0.434,"ihs"
"chr1",38891988,0.21,"ihs"
"chr1",38975988,0.405,"ihs"
"chr1",39059988,0.776,"ihs"
"chr1",39143989,0.578,"ihs"
"chr1",39227989,0.332,"ihs"
"chr1",39311989,0.497,"ihs"
"chr1",39395990,0.04,"ihs"
"chr1",39479990,0.471,"ihs"
"chr1",39563990,0.683,"ihs"
"chr1",39647991,0.285,"ihs"
"chr1",39731991,0.296,"ihs"
"chr1",39815991,0.406,"ihs"
"chr1",39899992,0.739,"ihs"
"chr1",39983992,1.621,"ihs"
"chr1",40067992,0.926,"ihs"
"chr1",40151993,1.167,"ihs"
"chr1",40235993,1.297,"ihs"
"chr1",40319993,0.787,"ihs"
"chr1",40403994,1.106,"ihs"
"chr1",40487994,0.357,"ihs"
"chr1",40571994,1.011,"ihs"
"chr1",40655995,1.116,"ihs"
"chr1",40739995,1.063,"ihs"
"chr1",40823995,0.949,"ihs"
"chr1",40907996,0.519,"ihs"
"chr1",40991996,1.122,"ihs"
"chr1",41075996,0.762,"ihs"
"chr1",41159997,0.959,"ihs"
"chr1",41243997,0.829,"ihs"
"chr1",41327997,1.907,"ihs"
"chr1",41411998,1.586,"ihs"
"chr1",41495998,1.767,"ihs"
"chr1",41579998,1.262,"ihs"
"chr1",41663999,1.774,"ihs"
"chr1",41747999,1.137,"ihs"
"chr1",41831999,1.623,"ihs"
"chr1",41916000,0.843,"ihs"
"chr1",4.2e+07,0.844,"ihs"
"chr2",71856,1.821,"xpclr"
"chr2",143857,2.736,"xpclr"
"chr2",215857,3.644,"xpclr"
"chr2",287857,3.368,"xpclr"
"chr2",359857,2.467,"xpclr"
"chr2",431858,1.257,"xpclr"
"chr2",503858,0.831,"xpclr"
"chr2",575858,1.608,"xpclr"
"chr2",647859,1.468,"xpclr"
"chr2",719859,1.746,"xpclr"
"chr2",791859,1.406,"xpclr"
"chr2",863859,2.334,"xpclr"
"chr2",935860,3.06,"xpclr"
"chr2",1007860,2.822,"xpclr"
"chr2",1079860,1.219,"xpclr"
"chr2",1151861,0.899,"xpclr"
"chr2",1223861,0.905,"xpclr"
"chr2",1295861,0.826,"xpclr"
"chr2",1367861,0.674,"xpclr"
"chr2",1439862,0.641,"xpclr"
"chr2",1511862,0.819,"xpclr"
"chr2",1583862,0.633,"xpclr"
"chr2",1655863,0.632,"xpclr"
"chr2",1727863,0.638,"xpclr"
"chr2",1799863,1.481,"xpclr"
"chr2",1871863,0.934,"xpclr"
"chr2",1943864,0.799,"xpclr"
"chr2",2015864,1.64,"xpclr"
"chr2",2087864,1.15,"xpclr"
"chr2",2159865,0.939,"xpclr"
"chr2",2231865,1.125,"xpclr"
"chr2",2303865,2.08,"xpclr"
"chr2",2375866,0.863,"xpclr"
"chr2",2447866,0.654,"xpclr"
"chr2",2519866,0.827,"xpclr"
"chr2",2591866,0.868,"xpclr"
"chr2",2663867,0.961,"xpclr"
"chr2",2735867,1.124,"xpclr"
"chr2",2807867,1.044,"xpclr"
"chr2",2879868,0.586,"xpclr"
"chr2",2951868,0.403,"xpclr"
"chr2",3023868,0.223,"xpclr"
"chr2",3095868,0.22,"xpclr"
"chr2",3167869,0.329,"xpclr"
"chr2",3239869,0.719,"xpclr"
"chr2",3311869,0.942,"xpclr"
"chr2",3383870,1.616,"xpclr"
"chr2",3455870,2.091,"xpclr"
"chr2",3527870,2.562,"xpclr"
"chr2",3599870,1.612,"xpclr"
"chr2",3671871,3.892,"xpclr"
"chr2",3743871,2.303,"xpclr"
"chr2",3815871,3.222,"xpclr"
"chr2",3887872,7.823,"xpclr"
"chr2",3959872,8.038,"xpclr"
"chr2",4031872,6.158,"xpclr"
"chr2",4103872,5.278,"xpclr"
"chr2",4175873,5.853,"xpclr"
"chr2",4247873,4.342,"xpclr"
"chr2",4319873,3.884,"xpclr"
"chr2",4391874,3.769,"xpclr"
"chr2",4463874,2.043,"xpclr"
"chr2",4535874,1.845,"xpclr"
"chr2",4607874,2.301,"xpclr"
"chr2",4679875,3.328,"xpclr"
"chr2",4751875,6.317,"xpclr"
"chr2",4823875,5.566,"xpclr"
"chr2",4895876,5.728,"xpclr"
"chr2",4967876,4.679,"xpclr"
"chr2",5039876,6.255,"xpclr"
"chr2",5111876,11.826,"xpclr"
"chr2",5183877,7.046,"xpclr"
"chr2",5255877,5.046,"xpclr"
"chr2",5327877,3.985,"xpclr"
"chr2",5399878,4.439,"xpclr"
"chr2",5471878,3.104,"xpclr"
"chr2",5543878,7.225,"xpclr"
"chr2",5615878,6.084,"xpclr"
"chr2",5687879,8.047,"xpclr"
"chr2",5759879,4.005,"xpclr"
"chr2",5831879,4.144,"xpclr"
"chr2",5903880,4.718,"xpclr"
"chr2",5975880,2.899,"xpclr"
"chr2",6047880,2.749,"xpclr"
"chr2",6119880,2.127,"xpclr"
"chr2",6191881,1.17,"xpclr"
"chr2",6263881,1.418,"xpclr"
"chr2",6335881,1.924,"xpclr"
"chr2",6407882,2.094,"xpclr"
"chr2",6479882,1.117,"xpclr"
"chr2",6551882,1.291,"xpclr"
"chr2",6623882,0.731,"xpclr"
"chr2",6695883,0.729,"xpclr"
"chr2",6767883,0.652,"xpclr"
"chr2",6839883,0.642,"xpclr"
"chr2",6911884,0.874,"xpclr"
"chr2",6983884,0.637,"xpclr"
"chr2",7055884,0.53,"xpclr"
"chr2",7127885,0.416,"xpclr"
"chr2",7199885,0.841,"xpclr"
"chr2",7271885,1.319,"xpclr"
"chr2",7343885,1.727,"xpclr"
"chr2",7415886,1.953,"xpclr"
"chr2",7487886,2.001,"xpclr"
"chr2",7559886,1.307,"xpclr"
"chr2",7631887,1.679,"xpclr"
"chr2",7703887,1.256,"xpclr"
"chr2",7775887,0.54,"xpclr"
"chr2",7847887,0.357,"xpclr"
"chr2",7919888,0.292,"xpclr"
"chr2",7991888,0.491,"xpclr"
"chr2",8063888,0.81,"xpclr"
"chr2",8135889,1.269,"xpclr"
"chr2",8207889,0.941,"xpclr"
"chr2",8279889,0.951,"xpclr"
"chr2",8351889,0.898,"xpclr"
"chr2",8423890,1.79,"xpclr"
"chr2",8495890,1.731,"xpclr"
"chr2",8567890,1.18,"xpclr"
"chr2",8639891,1.384,"xpclr"
"chr2",8711891,1.449,"xpclr"
"chr2",8783891,1.355,"xpclr"
"chr2",8855891,2.08,"xpclr"
"chr2",8927892,1.761,"xpclr"
"chr2",8999892,2.201,"xpclr"
"chr2",9071892,4.535,"xpclr"
"chr2",9143893,2.851,"xpclr"
"chr2",9215893,3.66,"xpclr"
"chr2",9287893,1.999,"xpclr"
"chr2",9359893,2.119,"xpclr"
"chr2",9431894,4.328,"xpclr"
"chr2",9503894,4.009,"xpclr"
"chr2",9575894,3.928,"xpclr"
"chr2",9647895,6.089,"xpclr"
"chr2",9719895,6.193,"xpclr"
"chr2",9791895,6.992,"xpclr"
"chr2",9863895,5.368,"xpclr"
"chr2",9935896,2.985,"xpclr"
"chr2",10007896,2.756,"xpclr"
"chr2",10079896,1.464,"xpclr"
"chr2",10151897,0.855,"xpclr"
"chr2",10223897,2.041,"xpclr"
"chr2",10295897,2.5,"xpclr"
"chr2",10367897,2.24,"xpclr"
"chr2",10439898,1.944,"xpclr"
"chr2",10511898,1.41,"xpclr"
"chr2",10583898,1.949,"xpclr"
"chr2",10655899,1.95,"xpclr"
"chr2",10727899,1.6,"xpclr"
"chr2",10799899,1.719,"xpclr"
"chr2",10871899,2.067,"xpclr"
"chr2",10943900,1.474,"xpclr"
"chr2",11015900,2.902,"xpclr"
"chr2",11087900,3.948,"xpclr"
"chr2",11159901,2.354,"xpclr"
"chr2",11231901,2.604,"xpclr"
"chr2",11303901,4.476,"xpclr"
"chr2",11375902,3.974,"xpclr"
"chr2",11447902,3.149,"xpclr"
"chr2",11519902,5.448,"xpclr"
"chr2",11591902,8.863,"xpclr"
"chr2",11663903,7.478,"xpclr"
"chr2",11735903,11.712,"xpclr"
"chr2",11807903,7.246,"xpclr"
"chr2",11879904,4.625,"xpclr"
"chr2",11951904,5.096,"xpclr"
"chr2",12023904,5.467,"xpclr"
"chr2",12095904,6.423,"xpclr"
"chr2",12167905,6.456,"xpclr"
"chr2",12239905,7.98,"xpclr"
"chr2",12311905,5.406,"xpclr"
"chr2",12383906,4.972,"xpclr"
"chr2",12455906,4.456,"xpclr"
"chr2",12527906,4.365,"xpclr"
"chr2",12599906,5.081,"xpclr"
"chr2",12671907,3.942,"xpclr"
"chr2",12743907,3.905,"xpclr"
"chr2",12815907,1.797,"xpclr"
"chr2",12887908,4.583,"xpclr"
"chr2",12959908,4.174,"xpclr"
"chr2",13031908,2.357,"xpclr"
"chr2",13103908,1.336,"xpclr"
"chr2",13175909,2.526,"xpclr"
"chr2",13247909,2.878,"xpclr"
"chr2",13319909,6.644,"xpclr"
"chr2",13391910,7.306,"xpclr"
"chr2",13463910,10.073,"xpclr"
"chr2",13535910,4.068,"xpclr"
"chr2",13607910,3.467,"xpclr"
"chr2",13679911,3.882,"xpclr"
"chr2",13751911,3.132,"xpclr"
"chr2",13823911,4.228,"xpclr"
"chr2",13895912,2.639,"xpclr"
"chr2",13967912,1.871,"xpclr"
"chr2",14039912,2.041,"xpclr"
"chr2",14111912,1.624,"xpclr"
"chr2",14183913,1.809,"xpclr"
"chr2",14255913,3.656,"xpclr"
"chr2",14327913,6.61,"xpclr"
"chr2",14399914,12.033,"xpclr"
"chr2",14471914,14.123,"xpclr"
"chr2",14543914,8.314,"xpclr"
"chr2",14615914,7.416,"xpclr"
"chr2",14687915,5.201,"xpclr"
"chr2",14759915,6.467,"xpclr"
"chr2",14831915,4.782,"xpclr"
"chr2",14903916,4.062,"xpclr"
"chr2",14975916,6.006,"xpclr"
"chr2",15047916,10.474,"xpclr"
"chr2",15119916,8.416,"xpclr"
"chr2",15191917,9.335,"xpclr"
"chr2",15263917,6.365,"xpclr"
"chr2",15335917,4.05,"xpclr"
"chr2",15407918,3.728,"xpclr"
"chr2",15479918,2.964,"xpclr"
"chr2",15551918,2.347,"xpclr"
"chr2",15623918,1.34,"xpclr"
"chr2",15695919,2.386,"xpclr"
"chr2",15767919,1.25,"xpclr"
"chr2",15839919,2.03,"xpclr"
"chr2",15911920,2.026,"xpclr"
"chr2",15983920,2.665,"xpclr"
"chr2",16055920,3.57,"xpclr"
"chr2",16127921,3.683,"xpclr"
"chr2",16199921,3.449,"xpclr"
"chr2",16271921,3.364,"xpclr"
"chr2",16343921,2.949,"xpclr"
"chr2",16415922,3.302,"xpclr"
"chr2",16487922,2.5,"xpclr"
"chr2",16559922,2.252,"xpclr"
"chr2",16631923,3.111,"xpclr"
"chr2",16703923,3.28,"xpclr"
"chr2",16775923,2.857,"xpclr"
"chr2",16847923,2.42,"xpclr"
"chr2",16919924,2.774,"xpclr"
"chr2",16991924,3.979,"xpclr"
"chr2",17063924,3.39,"xpclr"
"chr2",17135925,7.633,"xpclr"
"chr2",17207925,8.638,"xpclr"
"chr2",17279925,5.193,"xpclr"
"chr2",17351925,3.015,"xpclr"
"chr2",17423926,1.497,"xpclr"
"chr2",17495926,1.323,"xpclr"
"chr2",17567926,2.078,"xpclr"
"chr2",17639927,2.956,"xpclr"
"chr2",17711927,1.319,"xpclr"
"chr2",17783927,1.861,"xpclr"
"chr2",17855927,2.008,"xpclr"
"chr2",17927928,2.331,"xpclr"
"chr2",17999928,1.781,"xpclr"
"chr2",18071928,1.59,"xpclr"
"chr2",18143929,2.335,"xpclr"
"chr2",18215929,3.399,"xpclr"
"chr2",18287929,4.571,"xpclr"
"chr2",18359929,3.845,"xpclr"
"chr2",18431930,4.556,"xpclr"
"chr2",18503930,2.836,"xpclr"
"chr2",18575930,4.888,"xpclr"
"chr2",18647931,3.615,"xpclr"
"chr2",18719931,3.599,"xpclr"
"chr2",18791931,3.449,"xpclr"
"chr2",18863931,3.518,"xpclr"
"chr2",18935932,3.541,"xpclr"
"chr2",19007932,4.103,"xpclr"
"chr2",19079932,3.513,"xpclr"
"chr2",19151933,2.468,"xpclr"
"chr2",19223933,2.198,"xpclr"
"chr2",19295933,2.789,"xpclr"
"chr2",19367933,2.482,"xpclr"
"chr2",19439934,1.836,"xpclr"
"chr2",19511934,1.485,"xpclr"
"chr2",19583934,1.964,"xpclr"
"chr2",19655935,3.464,"xpclr"
"chr2",19727935,3.082,"xpclr"
"chr2",19799935,1.516,"xpclr"
"chr2",19871935,1.052,"xpclr"
"chr2",19943936,0.58,"xpclr"
"chr2",20015936,1.265,"xpclr"
"chr2",20087936,1.634,"xpclr"
"chr2",20159937,2.921,"xpclr"
"chr2",20231937,4.521,"xpclr"
"chr2",20303937,5.293,"xpclr"
"chr2",20375938,2.479,"xpclr"
"chr2",20447938,2.924,"xpclr"
"chr2",20519938,2.542,"xpclr"
"chr2",20591938,3.975,"xpclr"
"chr2",20663939,2.863,"xpclr"
"chr2",20735939,4.154,"xpclr"
"chr2",20807939,2.125,"xpclr"
"chr2",20879940,1.208,"xpclr"
"chr2",20951940,1.145,"xpclr"
"chr2",21023940,0.73,"xpclr"
"chr2",21095940,0.968,"xpclr"
"chr2",21167941,0.636,"xpclr"
"chr2",21239941,0.569,"xpclr"
"chr2",21311941,0.449,"xpclr"
"chr2",21383942,0.315,"xpclr"
"chr2",21455942,0.32,"xpclr"
"chr2",21527942,0.242,"xpclr"
"chr2",21599942,0.456,"xpclr"
"chr2",21671943,0.318,"xpclr"
"chr2",21743943,0.483,"xpclr"
"chr2",21815943,0.583,"xpclr"
"chr2",21887944,1.175,"xpclr"
"chr2",21959944,2.028,"xpclr"
"chr2",22031944,2.004,"xpclr"
"chr2",22103944,1.879,"xpclr"
"chr2",22175945,1.07,"xpclr"
"chr2",22247945,1.388,"xpclr"
"chr2",22319945,1.367,"xpclr"
"chr2",22391946,1.793,"xpclr"
"chr2",22463946,1.195,"xpclr"
"chr2",22535946,0.874,"xpclr"
"chr2",22607946,0.97,"xpclr"
"chr2",22679947,1.01,"xpclr"
"chr2",22751947,1.73,"xpclr"
"chr2",22823947,2.041,"xpclr"
"chr2",22895948,2.204,"xpclr"
"chr2",22967948,2.556,"xpclr"
"chr2",23039948,2.564,"xpclr"
"chr2",23111948,1.368,"xpclr"
"chr2",23183949,2.176,"xpclr"
"chr2",23255949,1.846,"xpclr"
"chr2",23327949,1.363,"xpclr"
"chr2",23399950,2.019,"xpclr"
"chr2",23471950,1.857,"xpclr"
"chr2",23543950,1.624,"xpclr"
"chr2",23615950,2.842,"xpclr"
"chr2",23687951,3.726,"xpclr"
"chr2",23759951,3.726,"xpclr"
"chr2",23831951,2.297,"xpclr"
"chr2",23903952,6.685,"xpclr"
"chr2",23975952,5.275,"xpclr"
"chr2",24047952,5.848,"xpclr"
"chr2",24119952,4.188,"xpclr"
"chr2",24191953,5.063,"xpclr"
"chr2",24263953,6.77,"xpclr"
"chr2",24335953,3.416,"xpclr"
"chr2",24407954,2.809,"xpclr"
"chr2",24479954,2.613,"xpclr"
"chr2",24551954,3.332,"xpclr"
"chr2",24623954,5.774,"xpclr"
"chr2",24695955,4.761,"xpclr"
"chr2",24767955,4.684,"xpclr"
"chr2",24839955,5.307,"xpclr"
"chr2",24911956,5.856,"xpclr"
"chr2",24983956,3.436,"xpclr"
"chr2",25055956,2.695,"xpclr"
"chr2",25127957,2.142,"xpclr"
"chr2",25199957,1.237,"xpclr"
"chr2",25271957,1.344,"xpclr"
"chr2",25343957,2.844,"xpclr"
"chr2",25415958,2.652,"xpclr"
"chr2",25487958,4.175,"xpclr"
"chr2",25559958,4.907,"xpclr"
"chr2",25631959,5.036,"xpclr"
"chr2",25703959,3.228,"xpclr"
"chr2",25775959,3.105,"xpclr"
"chr2",25847959,1.409,"xpclr"
"chr2",25919960,1.689,"xpclr"
"chr2",25991960,1.497,"xpclr"
"chr2",26063960,1.679,"xpclr"
"chr2",26135961,2.245,"xpclr"
"chr2",26207961,1.113,"xpclr"
"chr2",26279961,0.851,"xpclr"
"chr2",26351961,0.942,"xpclr"
"chr2",26423962,0.981,"xpclr"
"chr2",26495962,0.97,"xpclr"
"chr2",26567962,0.877,"xpclr"
"chr2",26639963,0.902,"xpclr"
"chr2",26711963,0.643,"xpclr"
"chr2",26783963,0.481,"xpclr"
"chr2",26855963,0.481,"xpclr"
"chr2",26927964,0.419,"xpclr"
"chr2",26999964,0.814,"xpclr"
"chr2",27071964,1.201,"xpclr"
"chr2",27143965,1.482,"xpclr"
"chr2",27215965,1.16,"xpclr"
"chr2",27287965,1.656,"xpclr"
"chr2",27359965,1.13,"xpclr"
"chr2",27431966,1.864,"xpclr"
"chr2",27503966,1.398,"xpclr"
"chr2",27575966,1.445,"xpclr"
"chr2",27647967,2.369,"xpclr"
"chr2",27719967,2.103,"xpclr"
"chr2",27791967,1.452,"xpclr"
"chr2",27863967,0.938,"xpclr"
"chr2",27935968,0.776,"xpclr"
"chr2",28007968,1.746,"xpclr"
"chr2",28079968,2.276,"xpclr"
"chr2",28151969,1.674,"xpclr"
"chr2",28223969,1.783,"xpclr"
"chr2",28295969,3.904,"xpclr"
"chr2",28367969,3.183,"xpclr"
"chr2",28439970,3.934,"xpclr"
"chr2",28511970,3.596,"xpclr"
"chr2",28583970,4.153,"xpclr"
"chr2",28655971,4.467,"xpclr"
"chr2",28727971,2.68,"xpclr"
"chr2",28799971,3.023,"xpclr"
"chr2",28871971,2.05,"xpclr"
"chr2",28943972,1.575,"xpclr"
"chr2",29015972,1.921,"xpclr"
"chr2",29087972,1.797,"xpclr"
"chr2",29159973,1.902,"xpclr"
"chr2",29231973,1.826,"xpclr"
"chr2",29303973,2.221,"xpclr"
"chr2",29375974,5.656,"xpclr"
"chr2",29447974,8.597,"xpclr"
"chr2",29519974,6.075,"xpclr"
"chr2",29591974,5.861,"xpclr"
"chr2",29663975,7.952,"xpclr"
"chr2",29735975,12.901,"xpclr"
"chr2",29807975,7.081,"xpclr"
"chr2",29879976,7.996,"xpclr"
"chr2",29951976,6.975,"xpclr"
"chr2",30023976,3.492,"xpclr"
"chr2",30095976,5.668,"xpclr"
"chr2",30167977,3.855,"xpclr"
"chr2",30239977,2.831,"xpclr"
"chr2",30311977,3.156,"xpclr"
"chr2",30383978,1.972,"xpclr"
"chr2",30455978,1.867,"xpclr"
"chr2",30527978,1.305,"xpclr"
