"chr","pos","stat","value"
"chr1",40739992,"pi",3.7397
"chr1",40844993,"pi",3.7328
"chr1",40949993,"pi",4.4484
"chr1",41054994,"pi",4.2712
"chr1",41159995,"pi",4.5544
"chr1",41264995,"pi",4.3252
"chr1",41369996,"pi",3.6413
"chr1",41474997,"pi",4.0099
"chr1",41579997,"pi",3.8568
"chr1",41684998,"pi",4.0999
"chr1",41789999,"pi",4.1173
"chr1",41894999,"pi",3.9398
"chr1",4.2e+07,"pi",3.3733
"chr1",104738,"tajima",-0.0753
"chr1",209739,"tajima",0.3597
"chr1",314739,"tajima",0.753
"chr1",419740,"tajima",0.4775
"chr1",524741,"tajima",1.1258
"chr1",629741,"tajima",1.2168
"chr1",734742,"tajima",1.0494
"chr1",839743,"tajima",1.8827
"chr1",944743,"tajima",2.0544
"chr1",1049744,"tajima",1.4721
"chr1",1154745,"tajima",1.9186
"chr1",1259745,"tajima",1.5336
"chr1",1364746,"tajima",1.7317
"chr1",1469747,"tajima",1.4294
"chr1",1574747,"tajima",1.1723
"chr1",1679748,"tajima",0.8872
"chr1",1784749,"tajima",1.5729
"chr1",1889749,"tajima",0.3345
"chr1",1994750,"tajima",-0.4696
"chr1",2099751,"tajima",-0.7451
"chr1",2204751,"tajima",-0.9958
"chr1",2309752,"tajima",-0.9546
"chr1",2414753,"tajima",-1.1606
"chr1",2519753,"tajima",-2.0203
"chr1",2624754,"tajima",-1.2035
"chr1",2729755,"tajima",-1.4762
"chr1",2834755,"tajima",-2.0494
"chr1",2939756,"tajima",-1.2617
"chr1",3044757,"tajima",-1.9293
"chr1",3149757,"tajima",-1.8692
"chr1",3254758,"tajima",-0.7794
"chr1",3359758,"tajima",-1.3482
"chr1",3464759,"tajima",-1.5776
"chr1",3569760,"tajima",-1.4637
"chr1",3674760,"tajima",-0.8849
"chr1",3779761,"tajima",-0.8054
"chr1",3884762,"tajima",-1.0965
"chr1",3989762,"tajima",-0.7215
"chr1",4094763,"tajima",0.1064
"chr1",4199764,"tajima",-0.4157
"chr1",4304764,"tajima",-0.5972
"chr1",4409765,"tajima",0.2447
"chr1",4514766,"tajima",-0.4289
"chr1",4619766,"tajima",0.2779
"chr1",4724767,"tajima",0.3548
"chr1",4829768,"tajima",-0.2822
"chr1",4934768,"tajima",-0.8399
"chr1",5039769,"tajima",-0.1336
"chr1",5144770,"tajima",0.1404
"chr1",5249770,"tajima",0.3448
"chr1",5354771,"tajima",1.0256
"chr1",5459772,"tajima",1.0557
"chr1",5564772,"tajima",0.5881
"chr1",5669773,"tajima",0.7684
"chr1",5774774,"tajima",1.7549
"chr1",5879774,"tajima",1.5764
"chr1",5984775,"tajima",1.8967
"chr1",6089776,"tajima",0.8023
"chr1",6194776,"tajima",0.3283
"chr1",6299777,"tajima",0.1693
"chr1",6404778,"tajima",-0.2741
"chr1",6509778,"tajima",-0.1798
"chr1",6614779,"tajima",-0.7309
"chr1",6719779,"tajima",-0.4312
"chr1",6824780,"tajima",-0.8404
"chr1",6929781,"tajima",0.3211
"chr1",7034781,"tajima",0.4109
"chr1",7139782,"tajima",1.3495
"chr1",7244783,"tajima",1.0441
"chr1",7349783,"tajima",1.6568
"chr1",7454784,"tajima",2.0024
"chr1",7559785,"tajima",1.6115
"chr1",7664785,"tajima",1.2663
"chr1",7769786,"tajima",1.7746
"chr1",7874787,"tajima",1.6482
"chr1",7979787,"tajima",1.6079
"chr1",8084788,"tajima",0.8763
"chr1",8189789,"tajima",0.4861
"chr1",8294789,"tajima",1.4551
"chr1",8399790,"tajima",1.4179
"chr1",8504791,"tajima",1.331
"chr1",8609791,"tajima",2.5159
"chr1",8714792,"tajima",3
"chr1",8819793,"tajima",3
"chr1",8924793,"tajima",1.6052
"chr1",9029794,"tajima",0.949
"chr1",9134795,"tajima",1.337
"chr1",9239795,"tajima",0.6367
"chr1",9344796,"tajima",0.3312
"chr1",9449797,"tajima",0.8497
"chr1",9554797,"tajima",1.5909
"chr1",9659798,"tajima",0.4194
"chr1",9764799,"tajima",-0.0141
"chr1",9869799,"tajima",-0.1362
"chr1",9974800,"tajima",0.0625
"chr1",10079800,"tajima",0.0846
"chr1",10184801,"tajima",0.7035
"chr1",10289802,"tajima",-0.1341
"chr1",10394802,"tajima",1.459
"chr1",10499803,"tajima",1.2963
"chr1",10604804,"tajima",1.3537
"chr1",10709804,"tajima",0.4484
"chr1",10814805,"tajima",0.9374
"chr1",10919806,"tajima",1.7645
"chr1",11024806,"tajima",1.1834
"chr1",11129807,"tajima",1.8018
"chr1",11234808,"tajima",2.0933
"chr1",11339808,"tajima",2.291
"chr1",11444809,"tajima",1.6925
"chr1",11549810,"tajima",1.5346
"chr1",11654810,"tajima",2.5627
"chr1",11759811,"tajima",2.6576
"chr1",11864812,"tajima",2.4137
"chr1",11969812,"tajima",2.1571
"chr1",12074813,"tajima",2.2792
"chr1",12179814,"tajima",1.2523
"chr1",12284814,"tajima",1.8469
"chr1",12389815,"tajima",2.8785
"chr1",12494816,"tajima",3
"chr1",12599816,"tajima",2.6447
"chr1",12704817,"tajima",1.1452
"chr1",12809818,"tajima",1.5792
"chr1",12914818,"tajima",0.7737
"chr1",13019819,"tajima",0.9152
"chr1",13124820,"tajima",0.584
"chr1",13229820,"tajima",1.1224
"chr1",13334821,"tajima",1.0005
"chr1",13439821,"tajima",0.2666
"chr1",13544822,"tajima",1.4722
"chr1",13649823,"tajima",0.88
"chr1",13754823,"tajima",-0.5897
"chr1",13859824,"tajima",-0.3951
"chr1",13964825,"tajima",-0.4675
"chr1",14069825,"tajima",-0.7818
"chr1",14174826,"tajima",0.4011
"chr1",14279827,"tajima",0.4193
"chr1",14384827,"tajima",0.566
"chr1",14489828,"tajima",1.1597
"chr1",14594829,"tajima",0.82
"chr1",14699829,"tajima",-0.3115
"chr1",14804830,"tajima",-0.6003
"chr1",14909831,"tajima",-1.0297
"chr1",15014831,"tajima",-0.7852
"chr1",15119832,"tajima",-0.8067
"chr1",15224833,"tajima",0.4874
"chr1",15329833,"tajima",-0.1105
"chr1",15434834,"tajima",-0.3159
"chr1",15539835,"tajima",-0.9967
"chr1",15644835,"tajima",-0.5196
"chr1",15749836,"tajima",-0.6676
"chr1",15854837,"tajima",0.1981
"chr1",15959837,"tajima",0.1166
"chr1",16064838,"tajima",0.5029
"chr1",16169839,"tajima",-0.1531
"chr1",16274839,"tajima",-0.2546
"chr1",16379840,"tajima",-0.7163
"chr1",16484841,"tajima",0.4801
"chr1",16589841,"tajima",1.3955
"chr1",16694842,"tajima",0.7164
"chr1",16799842,"tajima",-0.3668
"chr1",16904843,"tajima",-0.9511
"chr1",17009844,"tajima",-0.3379
"chr1",17114844,"tajima",0.1315
"chr1",17219845,"tajima",-0.9322
"chr1",17324846,"tajima",-0.6302
"chr1",17429846,"tajima",-0.1571
"chr1",17534847,"tajima",0.4164
"chr1",17639848,"tajima",0.7778
"chr1",17744848,"tajima",0.7374
"chr1",17849849,"tajima",0.4042
"chr1",17954850,"tajima",0.1235
"chr1",18059850,"tajima",-0.1708
"chr1",18164851,"tajima",0.5003
"chr1",18269852,"tajima",0.3547
"chr1",18374852,"tajima",-0.8487
"chr1",18479853,"tajima",0.2735
"chr1",18584854,"tajima",0.6961
"chr1",18689854,"tajima",1.2646
"chr1",18794855,"tajima",1.2396
"chr1",18899856,"tajima",0.3259
"chr1",19004856,"tajima",0.0947
"chr1",19109857,"tajima",-0.4842
"chr1",19214858,"tajima",-0.5699
"chr1",19319858,"tajima",-0.2532
"chr1",19424859,"tajima",0.2989
"chr1",19529860,"tajima",0.0942
"chr1",19634860,"tajima",-0.1755
"chr1",19739861,"tajima",-0.1691
"chr1",19844862,"tajima",-0.9516
"chr1",19949862,"tajima",-0.827
"chr1",20054863,"tajima",0.1466
"chr1",20159863,"tajima",-0.9104
"chr1",20264864,"tajima",-1.5725
"chr1",20369865,"tajima",-2.8098
"chr1",20474865,"tajima",-3.1282
"chr1",20579866,"tajima",-2.0051
"chr1",20684867,"tajima",-2.1055
"chr1",20789867,"tajima",-1.5445
"chr1",20894868,"tajima",-1.4798
"chr1",20999869,"tajima",-1.2332
"chr1",21104869,"tajima",-1.0765
"chr1",21209870,"tajima",-0.8724
"chr1",21314871,"tajima",0.3259
"chr1",21419871,"tajima",0.0613
"chr1",21524872,"tajima",-0.0801
"chr1",21629873,"tajima",-0.4557
"chr1",21734873,"tajima",-0.478
"chr1",21839874,"tajima",-0.4057
"chr1",21944875,"tajima",-0.9274
"chr1",22049875,"tajima",-1.4167
"chr1",22154876,"tajima",-1.8136
"chr1",22259877,"tajima",-2.1897
"chr1",22364877,"tajima",-1.7948
"chr1",22469878,"tajima",-1.5704
"chr1",22574879,"tajima",-1.7257
"chr1",22679879,"tajima",-0.7276
"chr1",22784880,"tajima",-1.3639
"chr1",22889881,"tajima",-0.3964
"chr1",22994881,"tajima",0.3674
"chr1",23099882,"tajima",1.3798
"chr1",23204883,"tajima",1.4101
"chr1",23309883,"tajima",1.5919
"chr1",23414884,"tajima",1.6276
"chr1",23519884,"tajima",1.451
"chr1",23624885,"tajima",0.6786
"chr1",23729886,"tajima",-0.1706
"chr1",23834886,"tajima",0.5155
"chr1",23939887,"tajima",1.3675
"chr1",24044888,"tajima",0.4601
"chr1",24149888,"tajima",1.9281
"chr1",24254889,"tajima",1.0177
"chr1",24359890,"tajima",1.0315
"chr1",24464890,"tajima",0.3981
"chr1",24569891,"tajima",0.5732
"chr1",24674892,"tajima",0.0071
"chr1",24779892,"tajima",0.1299
"chr1",24884893,"tajima",0.0898
"chr1",24989894,"tajima",0.768
"chr1",25094894,"tajima",0.545
"chr1",25199895,"tajima",0.7447
"chr1",25304896,"tajima",0.0896
"chr1",25409896,"tajima",0.635
"chr1",25514897,"tajima",0.5659
"chr1",25619898,"tajima",0.0938
"chr1",25724898,"tajima",0.6279
"chr1",25829899,"tajima",-0.2072
"chr1",25934900,"tajima",-0.0289
"chr1",26039900,"tajima",-0.2949
"chr1",26144901,"tajima",-0.1351
"chr1",26249902,"tajima",-0.1768
"chr1",26354902,"tajima",-0.1659
"chr1",26459903,"tajima",-0.382
"chr1",26564904,"tajima",-1.9253
"chr1",26669904,"tajima",-2.1968
"chr1",26774905,"tajima",-1.9397
"chr1",26879905,"tajima",-1.587
"chr1",26984906,"tajima",-1.3064
"chr1",27089907,"tajima",-0.1609
"chr1",27194907,"tajima",-0.5578
"chr1",27299908,"tajima",0.9892
"chr1",27404909,"tajima",1.7502
"chr1",27509909,"tajima",0.4998
"chr1",27614910,"tajima",0.1232
"chr1",27719911,"tajima",-0.3129
"chr1",27824911,"tajima",-2.1257
"chr1",27929912,"tajima",-2.5601
"chr1",28034913,"tajima",-3.2
"chr1",28139913,"tajima",-3.2
"chr1",28244914,"tajima",-2.6901
"chr1",28349915,"tajima",-2.8147
"chr1",28454915,"tajima",-1.8864
"chr1",28559916,"tajima",-1.0896
"chr1",28664917,"tajima",-0.81
"chr1",28769917,"tajima",-1.754
"chr1",28874918,"tajima",0.3004
"chr1",28979919,"tajima",-0.0221
"chr1",29084919,"tajima",-0.217
"chr1",29189920,"tajima",-0.3496
"chr1",29294921,"tajima",-0.7673
"chr1",29399921,"tajima",0.0371
"chr1",29504922,"tajima",-0.6654
"chr1",29609923,"tajima",-0.8441
"chr1",29714923,"tajima",0.1921
"chr1",29819924,"tajima",-0.1109
"chr1",29924925,"tajima",-1.0054
"chr1",30029925,"tajima",-0.6228
"chr1",30134926,"tajima",0.0641
"chr1",30239926,"tajima",0.1481
"chr1",30344927,"tajima",0.8897
"chr1",30449928,"tajima",0.5312
"chr1",30554928,"tajima",-0.9857
"chr1",30659929,"tajima",-0.9353
"chr1",30764930,"tajima",-1.2533
"chr1",30869930,"tajima",-1.3992
"chr1",30974931,"tajima",-1.1922
"chr1",31079932,"tajima",-0.4743
"chr1",31184932,"tajima",0.1513
"chr1",31289933,"tajima",-0.8725
"chr1",31394934,"tajima",-1.7472
"chr1",31499934,"tajima",-1.8179
"chr1",31604935,"tajima",-1.9904
"chr1",31709936,"tajima",-2.0052
"chr1",31814936,"tajima",-0.9754
"chr1",31919937,"tajima",-1.3108
"chr1",32024938,"tajima",-0.6385
"chr1",32129938,"tajima",-0.2156
"chr1",32234939,"tajima",-0.3415
"chr1",32339940,"tajima",0.0076
"chr1",32444940,"tajima",0.7123
"chr1",32549941,"tajima",0.6398
"chr1",32654942,"tajima",0.9291
"chr1",32759942,"tajima",1.9078
"chr1",32864943,"tajima",1.6182
"chr1",32969944,"tajima",1.9997
"chr1",33074944,"tajima",1.7812
"chr1",33179945,"tajima",1.9632
"chr1",33284946,"tajima",2.0307
"chr1",33389946,"tajima",1.2387
"chr1",33494947,"tajima",1.2914
"chr1",33599947,"tajima",2.0559
"chr1",33704948,"tajima",2.1133
"chr1",33809949,"tajima",1.5558
"chr1",33914949,"tajima",2.6136
"chr1",34019950,"tajima",3
"chr1",34124951,"tajima",3
"chr1",34229951,"tajima",3
"chr1",34334952,"tajima",2.707
"chr1",34439953,"tajima",3
"chr1",34544953,"tajima",3
"chr1",34649954,"tajima",3
"chr1",34754955,"tajima",3
"chr1",34859955,"tajima",3
"chr1",34964956,"tajima",3
"chr1",35069957,"tajima",3
"chr1",35174957,"tajima",2.7947
"chr1",35279958,"tajima",2.0032
"chr1",35384959,"tajima",2.594
"chr1",35489959,"tajima",2.7955
"chr1",35594960,"tajima",2.9951
"chr1",35699961,"tajima",2.2059
"chr1",35804961,"tajima",2.6661
"chr1",35909962,"tajima",2.8525
"chr1",36014963,"tajima",1.9125
"chr1",36119963,"tajima",1.6013
"chr1",36224964,"tajima",0.6486
"chr1",36329965,"tajima",0.5284
"chr1",36434965,"tajima",1.1455
"chr1",36539966,"tajima",0.5087
"chr1",36644967,"tajima",0.4495
"chr1",36749967,"tajima",0.7903
"chr1",36854968,"tajima",0.3892
"chr1",36959968,"tajima",-0.3711
"chr1",37064969,"tajima",-1.4619
"chr1",37169970,"tajima",-2.616
"chr1",37274970,"tajima",-1.0642
"chr1",37379971,"tajima",-1.7207
"chr1",37484972,"tajima",-1.9005
"chr1",37589972,"tajima",-2.2167
"chr1",37694973,"tajima",-2.5824
"chr1",37799974,"tajima",-2.2315
"chr1",37904974,"tajima",-2.2223
"chr1",38009975,"tajima",-0.8978
"chr1",38114976,"tajima",-1.402
"chr1",38219976,"tajima",-1.7381
"chr1",38324977,"tajima",-1.4841
"chr1",38429978,"tajima",-1.9913
"chr1",38534978,"tajima",-0.7786
"chr1",38639979,"tajima",-1.264
"chr1",38744980,"tajima",-0.8563
"chr1",38849980,"tajima",-0.8799
"chr1",38954981,"tajima",0.2341
"chr1",39059982,"tajima",-0.2955
"chr1",39164982,"tajima",-0.0933
"chr1",39269983,"tajima",-1.3269
"chr1",39374984,"tajima",-0.8333
"chr1",39479984,"tajima",-0.5836
"chr1",39584985,"tajima",-1.212
"chr1",39689986,"tajima",-0.784
"chr1",39794986,"tajima",-0.8134
"chr1",39899987,"tajima",-0.8127
"chr1",40004988,"tajima",-0.8748
"chr1",40109988,"tajima",-0.589
"chr1",40214989,"tajima",-0.728
"chr1",40319989,"tajima",-0.5427
"chr1",40424990,"tajima",-1.4783
"chr1",40529991,"tajima",-0.5395
"chr1",40634991,"tajima",-0.3656
"chr1",40739992,"tajima",-0.394
"chr1",40844993,"tajima",-0.4021
"chr1",40949993,"tajima",0.4436
"chr1",41054994,"tajima",0.2342
"chr1",41159995,"tajima",0.5688
"chr1",41264995,"tajima",0.298
"chr1",41369996,"tajima",-0.5103
"chr1",41474997,"tajima",-0.0746
"chr1",41579997,"tajima",-0.2556
"chr1",41684998,"tajima",0.0317
"chr1",41789999,"tajima",0.0523
"chr1",41894999,"tajima",-0.1575
"chr1",4.2e+07,"tajima",-0.827
"chr2",89776,"fst",0.1056
"chr2",179776,"fst",0.0917
"chr2",269777,"fst",0.0979
"chr2",359777,"fst",0.1822
"chr2",449778,"fst",0.1655
"chr2",539778,"fst",0.1429
"chr2",629779,"fst",0.1639
"chr2",719779,"fst",0.1659
"chr2",809780,"fst",0.1625
"chr2",899781,"fst",0.0655
"chr2",989781,"fst",0.0979
"chr2",1079782,"fst",0.0842
"chr2",1169782,"fst",0.0775
"chr2",1259783,"fst",0.0968
"chr2",1349783,"fst",0.0444
"chr2",1439784,"fst",0.0019
"chr2",1529785,"fst",0.0876
"chr2",1619785,"fst",0.1542
"chr2",1709786,"fst",0.152
"chr2",1799786,"fst",0.14
"chr2",1889787,"fst",0.0629
"chr2",1979787,"fst",0.0192
"chr2",2069788,"fst",0.0187
"chr2",2159788,"fst",0.0875
"chr2",2249789,"fst",0.1631
"chr2",2339790,"fst",0.1314
"chr2",2429790,"fst",0.1401
"chr2",2519791,"fst",0.0997
"chr2",2609791,"fst",0.1073
"chr2",2699792,"fst",0.1756
"chr2",2789792,"fst",0.2086
"chr2",2879793,"fst",0.1557
"chr2",2969794,"fst",0.1202
"chr2",3059794,"fst",0.124
"chr2",3149795,"fst",0.0704
"chr2",3239795,"fst",0.0947
"chr2",3329796,"fst",0.0608
"chr2",3419796,"fst",0.076
"chr2",3509797,"fst",0.1178
"chr2",3599797,"fst",0.1277
"chr2",3689798,"fst",0.1606
"chr2",3779799,"fst",0.1154
"chr2",3869799,"fst",0.1569
"chr2",3959800,"fst",0.2227
"chr2",4049800,"fst",0.2539
"chr2",4139801,"fst",0.2112
"chr2",4229801,"fst",0.1902
"chr2",4319802,"fst",0.1439
"chr2",4409803,"fst",0.0842
"chr2",4499803,"fst",0.0774
"chr2",4589804,"fst",0.1745
"chr2",4679804,"fst",0.1843
"chr2",4769805,"fst",0.2192
"chr2",4859805,"fst",0.2072
"chr2",4949806,"fst",0.1793
"chr2",5039806,"fst",0.1909
"chr2",5129807,"fst",0.0918
"chr2",5219808,"fst",0.0835
"chr2",5309808,"fst",0.0486
"chr2",5399809,"fst",0.0987
"chr2",5489809,"fst",0.04
"chr2",5579810,"fst",0.0015
"chr2",5669810,"fst",0.0257
"chr2",5759811,"fst",0.0565
"chr2",5849812,"fst",0
"chr2",5939812,"fst",0
"chr2",6029813,"fst",0
"chr2",6119813,"fst",0
"chr2",6209814,"fst",0
"chr2",6299814,"fst",0
"chr2",6389815,"fst",0.0207
"chr2",6479815,"fst",0.0425
"chr2",6569816,"fst",0.053
"chr2",6659817,"fst",0.0342
"chr2",6749817,"fst",0.0488
"chr2",6839818,"fst",0.0665
"chr2",6929818,"fst",0.1155
"chr2",7019819,"fst",0.0952
"chr2",7109819,"fst",0.0722
"chr2",7199820,"fst",0.0558
"chr2",7289821,"fst",0.0774
"chr2",7379821,"fst",0.0653
"chr2",7469822,"fst",0.0532
"chr2",7559822,"fst",0.0103
"chr2",7649823,"fst",0.0192
"chr2",7739823,"fst",0.0409
"chr2",7829824,"fst",0.0392
"chr2",7919824,"fst",0.0246
"chr2",8009825,"fst",0.0619
"chr2",8099826,"fst",0.0679
"chr2",8189826,"fst",0.0895
"chr2",8279827,"fst",0.0434
"chr2",8369827,"fst",0.0197
"chr2",8459828,"fst",0.0318
"chr2",8549828,"fst",0.0211
"chr2",8639829,"fst",0.0127
"chr2",8729830,"fst",0.0186
"chr2",8819830,"fst",0.0608
"chr2",8909831,"fst",0.094
"chr2",8999831,"fst",0.0983
"chr2",9089832,"fst",0.098
"chr2",9179832,"fst",0.1079
"chr2",9269833,"fst",0.1607
"chr2",9359833,"fst",0.2071
"chr2",9449834,"fst",0.1706
"chr2",9539835,"fst",0.1952
"chr2",9629835,"fst",0.1979
"chr2",9719836,"fst",0.1773
"chr2",9809836,"fst",0.2015
"chr2",9899837,"fst",0.1904
"chr2",9989837,"fst",0.1843
"chr2",10079838,"fst",0.2668
"chr2",10169839,"fst",0.2627
"chr2",10259839,"fst",0.2843
"chr2",10349840,"fst",0.2051
"chr2",10439840,"fst",0.1551
"chr2",10529841,"fst",0.1504
"chr2",10619841,"fst",0.1658
"chr2",10709842,"fst",0.1884
"chr2",10799842,"fst",0.1905
"chr2",10889843,"fst",0.2055
"chr2",10979844,"fst",0.1948
"chr2",11069844,"fst",0.1871
"chr2",11159845,"fst",0.1062
"chr2",11249845,"fst",0.1134
"chr2",11339846,"fst",0.0813
"chr2",11429846,"fst",0.0775
"chr2",11519847,"fst",0.0899
"chr2",11609848,"fst",0.0841
"chr2",11699848,"fst",0.127
"chr2",11789849,"fst",0.108
"chr2",11879849,"fst",0.0939
"chr2",11969850,"fst",0.099
"chr2",12059850,"fst",0.0965
"chr2",12149851,"fst",0.097
"chr2",12239851,"fst",0.1014
"chr2",12329852,"fst",0.071
"chr2",12419853,"fst",0.0699
"chr2",12509853,"fst",0.0251
"chr2",12599854,"fst",0
"chr2",12689854,"fst",0.0147
"chr2",12779855,"fst",0.0462
"chr2",12869855,"fst",0.0981
"chr2",12959856,"fst",0.0949
"chr2",13049857,"fst",0.0599
"chr2",13139857,"fst",0.0548
"chr2",13229858,"fst",0.1273
"chr2",13319858,"fst",0.1028
"chr2",13409859,"fst",0.2076
"chr2",13499859,"fst",0.2083
"chr2",13589860,"fst",0.2494
"chr2",13679860,"fst",0.2434
"chr2",13769861,"fst",0.188
"chr2",13859862,"fst",0.1996
"chr2",13949862,"fst",0.1697
"chr2",14039863,"fst",0.155
"chr2",14129863,"fst",0.134
"chr2",14219864,"fst",0.0913
"chr2",14309864,"fst",0.1777
"chr2",14399865,"fst",0.1499
"chr2",14489866,"fst",0.0891
"chr2",14579866,"fst",0.1116
"chr2",14669867,"fst",0.0734
"chr2",14759867,"fst",0.0968
"chr2",14849868,"fst",0.1536
"chr2",14939868,"fst",0.1317
"chr2",15029869,"fst",0.1357
"chr2",15119869,"fst",0.1421
"chr2",15209870,"fst",0.1485
"chr2",15299871,"fst",0.0958
"chr2",15389871,"fst",0.1181
"chr2",15479872,"fst",0.1117
"chr2",15569872,"fst",0.1466
"chr2",15659873,"fst",0.1165
"chr2",15749873,"fst",0.1644
"chr2",15839874,"fst",0.1386
"chr2",15929875,"fst",0.1332
"chr2",16019875,"fst",0.0848
"chr2",16109876,"fst",0.0913
"chr2",16199876,"fst",0.0849
"chr2",16289877,"fst",0.0603
"chr2",16379877,"fst",0.0382
"chr2",16469878,"fst",0.1207
"chr2",16559878,"fst",0.0904
"chr2",16649879,"fst",0.0616
"chr2",16739880,"fst",0.085
"chr2",16829880,"fst",0.0718
"chr2",16919881,"fst",0.0889
"chr2",17009881,"fst",0.0885
"chr2",17099882,"fst",0.1668
"chr2",17189882,"fst",0.1589
"chr2",17279883,"fst",0.0902
"chr2",17369884,"fst",0.1228
"chr2",17459884,"fst",0.1478
"chr2",17549885,"fst",0.1362
"chr2",17639885,"fst",0.1384
"chr2",17729886,"fst",0.128
"chr2",17819886,"fst",0.1205
"chr2",17909887,"fst",0.0888
"chr2",17999887,"fst",0.1077
"chr2",18089888,"fst",0.17
"chr2",18179889,"fst",0.1435
"chr2",18269889,"fst",0.0757
"chr2",18359890,"fst",0.0402
"chr2",18449890,"fst",0.0941
"chr2",18539891,"fst",0.1322
"chr2",18629891,"fst",0.1098
"chr2",18719892,"fst",0.105
"chr2",18809893,"fst",0.0631
"chr2",18899893,"fst",0.1011
"chr2",18989894,"fst",0.059
"chr2",19079894,"fst",0.0341
"chr2",19169895,"fst",0.0747
"chr2",19259895,"fst",0.0941
"chr2",19349896,"fst",0.1334
"chr2",19439896,"fst",0.1403
"chr2",19529897,"fst",0.1541
"chr2",19619898,"fst",0.1387
"chr2",19709898,"fst",0.0958
"chr2",19799899,"fst",0.0931
"chr2",19889899,"fst",0.0821
"chr2",19979900,"fst",0.0737
"chr2",20069900,"fst",0.0397
"chr2",20159901,"fst",0.0271
"chr2",20249902,"fst",0.0082
"chr2",20339902,"fst",0.1169
"chr2",20429903,"fst",0.1041
"chr2",20519903,"fst",0.147
"chr2",20609904,"fst",0.1568
"chr2",20699904,"fst",0.1413
"chr2",20789905,"fst",0.1536
"chr2",20879905,"fst",0.1636
"chr2",20969906,"fst",0.1278
"chr2",21059907,"fst",0.2029
"chr2",21149907,"fst",0.2089
"chr2",21239908,"fst",0.2513
"chr2",21329908,"fst",0.1831
"chr2",21419909,"fst",0.1467
"chr2",21509909,"fst",0.1376
"chr2",21599910,"fst",0.0758
"chr2",21689911,"fst",0.073
"chr2",21779911,"fst",0.0285
"chr2",21869912,"fst",0.0502
"chr2",21959912,"fst",0.1538
"chr2",22049913,"fst",0.086
"chr2",22139913,"fst",0.0841
"chr2",22229914,"fst",0.0196
"chr2",22319914,"fst",0.0873
"chr2",22409915,"fst",0.0721
"chr2",22499916,"fst",0.1212
"chr2",22589916,"fst",0.0744
"chr2",22679917,"fst",0.086
"chr2",22769917,"fst",0.1188
"chr2",22859918,"fst",0.1693
"chr2",22949918,"fst",0.1615
"chr2",23039919,"fst",0.1929
"chr2",23129920,"fst",0.1946
"chr2",23219920,"fst",0.2154
"chr2",23309921,"fst",0.235
"chr2",23399921,"fst",0.176
"chr2",23489922,"fst",0.1896
"chr2",23579922,"fst",0.1916
"chr2",23669923,"fst",0.1984
"chr2",23759923,"fst",0.1872
"chr2",23849924,"fst",0.1224
"chr2",23939925,"fst",0.1381
"chr2",24029925,"fst",0.1106
"chr2",24119926,"fst",0.0845
"chr2",24209926,"fst",0.1164
"chr2",24299927,"fst",0.0962
"chr2",24389927,"fst",0.1301
"chr2",24479928,"fst",0.1534
"chr2",24569929,"fst",0.175
"chr2",24659929,"fst",0.2048
"chr2",24749930,"fst",0.1597
"chr2",24839930,"fst",0.1388
"chr2",24929931,"fst",0.1197
"chr2",25019931,"fst",0.1867
"chr2",25109932,"fst",0.1882
"chr2",25199932,"fst",0.1802
"chr2",25289933,"fst",0.2189
"chr2",25379934,"fst",0.2053
"chr2",25469934,"fst",0.2539
"chr2",25559935,"fst",0.218
"chr2",25649935,"fst",0.2347
"chr2",25739936,"fst",0.3123
"chr2",25829936,"fst",0.3027
"chr2",25919937,"fst",0.3022
"chr2",26009938,"fst",0.3094
"chr2",26099938,"fst",0.2547
"chr2",26189939,"fst",0.202
"chr2",26279939,"fst",0.2132
"chr2",26369940,"fst",0.1544
"chr2",26459940,"fst",0.1072
"chr2",26549941,"fst",0.1569
"chr2",26639941,"fst",0.1351
"chr2",26729942,"fst",0.106
"chr2",26819943,"fst",0.0956
"chr2",26909943,"fst",0.1108
"chr2",26999944,"fst",0.1493
"chr2",27089944,"fst",0.1178
"chr2",27179945,"fst",0.1054
"chr2",27269945,"fst",0.1095
"chr2",27359946,"fst",0.1147
"chr2",27449947,"fst",0.1039
"chr2",27539947,"fst",0.0778
"chr2",27629948,"fst",0.112
"chr2",27719948,"fst",0.1189
"chr2",27809949,"fst",0.1373
"chr2",27899949,"fst",0.0851
"chr2",27989950,"fst",0.0451
"chr2",28079950,"fst",0.0863
"chr2",28169951,"fst",0.094
"chr2",28259952,"fst",0.092
"chr2",28349952,"fst",0.078
"chr2",28439953,"fst",0.1081
"chr2",28529953,"fst",0.1242
"chr2",28619954,"fst",0.1
"chr2",28709954,"fst",0.0992
"chr2",28799955,"fst",0.1434
"chr2",28889956,"fst",0.1309
"chr2",28979956,"fst",0.1127
"chr2",29069957,"fst",0.1344
"chr2",29159957,"fst",0.056
"chr2",29249958,"fst",0.1177
"chr2",29339958,"fst",0.029
"chr2",29429959,"fst",0
"chr2",29519959,"fst",0
"chr2",29609960,"fst",0
"chr2",29699961,"fst",0.0498
"chr2",29789961,"fst",0.0207
"chr2",29879962,"fst",0.033
"chr2",29969962,"fst",0.0488
"chr2",30059963,"fst",0.0568
"chr2",30149963,"fst",0.013
"chr2",30239964,"fst",0.0435
"chr2",30329965,"fst",0.057
"chr2",30419965,"fst",0.0355
"chr2",30509966,"fst",0.0416
"chr2",30599966,"fst",0.0305
