"bin_i","bin_j","chr","count"
15,39,"Chr1",13
15,40,"Chr1",9
15,41,"Chr1",3
15,42,"Chr1",4
15,43,"Chr1",6
15,44,"Chr1",3
15,45,"Chr1",4
15,46,"Chr1",5
15,47,"Chr1",9
15,48,"Chr1",7
15,49,"Chr1",9
15,50,"Chr1",9
15,51,"Chr1",10
15,52,"Chr1",17
15,53,"Chr1",16
15,54,"Chr1",21
15,55,"Chr1",19
15,56,"Chr1",18
15,57,"Chr1",12
15,58,"Chr1",13
15,59,"Chr1",8
15,60,"Chr1",8
15,61,"Chr1",6
15,62,"Chr1",4
15,63,"Chr1",6
15,64,"Chr1",5
15,65,"Chr1",5
15,66,"Chr1",5
15,67,"Chr1",12
15,68,"Chr1",16
15,69,"Chr1",14
15,70,"Chr1",15
15,71,"Chr1",17
15,72,"Chr1",25
15,73,"Chr1",20
15,74,"Chr1",24
15,75,"Chr1",13
15,76,"Chr1",8
15,77,"Chr1",6
15,78,"Chr1",7
15,79,"Chr1",4
15,80,"Chr1",3
16,1,"Chr1",49
16,2,"Chr1",57
16,3,"Chr1",47
16,4,"Chr1",56
16,5,"Chr1",54
16,6,"Chr1",48
16,7,"Chr1",68
16,8,"Chr1",66
16,9,"Chr1",207
16,10,"Chr1",289
16,11,"Chr1",355
16,12,"Chr1",482
16,13,"Chr1",667
16,14,"Chr1",799
16,15,"Chr1",1060
16,16,"Chr1",1862
16,17,"Chr1",218
16,18,"Chr1",203
16,19,"Chr1",170
16,20,"Chr1",155
16,21,"Chr1",154
16,22,"Chr1",115
16,23,"Chr1",85
16,24,"Chr1",101
16,25,"Chr1",6
16,26,"Chr1",3
16,27,"Chr1",3
16,28,"Chr1",5
16,29,"Chr1",7
16,30,"Chr1",9
16,31,"Chr1",13
16,32,"Chr1",23
16,33,"Chr1",10
16,34,"Chr1",10
16,35,"Chr1",15
16,36,"Chr1",17
16,37,"Chr1",12
16,38,"Chr1",7
16,39,"Chr1",4
16,40,"Chr1",5
16,41,"Chr1",4
16,42,"Chr1",3
16,43,"Chr1",4
16,44,"Chr1",4
16,45,"Chr1",3
16,46,"Chr1",7
16,47,"Chr1",5
16,48,"Chr1",7
16,49,"Chr1",7
16,50,"Chr1",10
16,51,"Chr1",12
16,52,"Chr1",11
16,53,"Chr1",11
16,54,"Chr1",10
16,55,"Chr1",14
16,56,"Chr1",10
16,57,"Chr1",17
16,58,"Chr1",7
16,59,"Chr1",8
16,60,"Chr1",11
16,61,"Chr1",4
16,62,"Chr1",2
16,63,"Chr1",7
16,64,"Chr1",3
16,65,"Chr1",8
16,66,"Chr1",1
16,67,"Chr1",9
16,68,"Chr1",5
16,69,"Chr1",10
16,70,"Chr1",12
16,71,"Chr1",14
16,72,"Chr1",14
16,73,"Chr1",15
16,74,"Chr1",10
16,75,"Chr1",10
16,76,"Chr1",10
16,77,"Chr1",9
16,78,"Chr1",4
16,79,"Chr1",6
16,80,"Chr1",2
17,1,"Chr1",76
17,2,"Chr1",74
17,3,"Chr1",70
17,4,"Chr1",71
17,5,"Chr1",91
17,6,"Chr1",84
17,7,"Chr1",113
17,8,"Chr1",122
17,9,"Chr1",83
17,10,"Chr1",94
17,11,"Chr1",115
17,12,"Chr1",128
17,13,"Chr1",150
17,14,"Chr1",149
17,15,"Chr1",163
17,16,"Chr1",218
17,17,"Chr1",1929
17,18,"Chr1",1102
17,19,"Chr1",835
17,20,"Chr1",660
17,21,"Chr1",519
17,22,"Chr1",380
17,23,"Chr1",277
17,24,"Chr1",181
17,25,"Chr1",3
17,26,"Chr1",2
17,27,"Chr1",3
17,28,"Chr1",5
17,29,"Chr1",5
17,30,"Chr1",8
17,31,"Chr1",8
17,32,"Chr1",10
17,33,"Chr1",5
17,34,"Chr1",14
17,35,"Chr1",15
17,36,"Chr1",10
17,37,"Chr1",7
17,38,"Chr1",4
17,39,"Chr1",10
17,40,"Chr1",3
17,41,"Chr1",8
17,42,"Chr1",4
17,43,"Chr1",2
17,44,"Chr1",2
17,45,"Chr1",2
17,46,"Chr1",5
17,47,"Chr1",3
17,48,"Chr1",3
17,49,"Chr1",5
17,50,"Chr1",10
17,51,"Chr1",6
17,52,"Chr1",9
17,53,"Chr1",10
17,54,"Chr1",13
17,55,"Chr1",14
17,56,"Chr1",11
17,57,"Chr1",6
17,58,"Chr1",9
17,59,"Chr1",6
17,60,"Chr1",4
17,61,"Chr1",6
17,62,"Chr1",2
17,63,"Chr1",1
17,64,"Chr1",4
17,65,"Chr1",1
17,66,"Chr1",9
17,67,"Chr1",8
17,68,"Chr1",5
17,69,"Chr1",7
17,70,"Chr1",2
17,71,"Chr1",9
17,72,"Chr1",8
17,73,"Chr1",9
17,74,"Chr1",15
17,75,"Chr1",6
17,76,"Chr1",10
17,77,"Chr1",7
17,78,"Chr1",7
17,79,"Chr1",5
17,80,"Chr1",4
18,1,"Chr1",65
18,2,"Chr1",61
18,3,"Chr1",77
18,4,"Chr1",82
18,5,"Chr1",102
18,6,"Chr1",78
18,7,"Chr1",94
18,8,"Chr1",96
18,9,"Chr1",77
18,10,"Chr1",76
18,11,"Chr1",96
18,12,"Chr1",98
18,13,"Chr1",105
18,14,"Chr1",130
18,15,"Chr1",135
18,16,"Chr1",203
18,17,"Chr1",1102
18,18,"Chr1",3094
18,19,"Chr1",1847
18,20,"Chr1",1324
18,21,"Chr1",1041
18,22,"Chr1",708
18,23,"Chr1",412
18,24,"Chr1",288
18,25,"Chr1",1
18,26,"Chr1",2
18,27,"Chr1",3
18,28,"Chr1",5
18,29,"Chr1",3
18,30,"Chr1",5
18,31,"Chr1",8
18,32,"Chr1",4
18,33,"Chr1",5
18,34,"Chr1",7
18,35,"Chr1",2
18,36,"Chr1",8
18,37,"Chr1",10
18,38,"Chr1",5
18,39,"Chr1",4
18,40,"Chr1",6
18,41,"Chr1",1
18,42,"Chr1",5
18,43,"Chr1",1
18,44,"Chr1",3
18,45,"Chr1",4
18,46,"Chr1",2
18,47,"Chr1",3
18,48,"Chr1",3
18,49,"Chr1",5
18,50,"Chr1",3
18,51,"Chr1",7
18,52,"Chr1",4
18,53,"Chr1",8
18,54,"Chr1",7
18,55,"Chr1",8
18,56,"Chr1",5
18,57,"Chr1",6
18,58,"Chr1",5
18,59,"Chr1",8
18,60,"Chr1",3
18,61,"Chr1",8
18,62,"Chr1",4
18,63,"Chr1",1
18,64,"Chr1",5
18,65,"Chr1",3
18,66,"Chr1",6
18,67,"Chr1",6
18,68,"Chr1",6
18,69,"Chr1",6
18,70,"Chr1",6
18,71,"Chr1",12
18,72,"Chr1",7
18,73,"Chr1",6
18,74,"Chr1",10
18,75,"Chr1",7
18,76,"Chr1",5
18,77,"Chr1",8
18,78,"Chr1",4
18,79,"Chr1",3
18,80,"Chr1",4
19,1,"Chr1",48
19,2,"Chr1",47
19,3,"Chr1",56
19,4,"Chr1",73
19,5,"Chr1",63
19,6,"Chr1",80
19,7,"Chr1",63
19,8,"Chr1",73
19,9,"Chr1",72
19,10,"Chr1",74
19,11,"Chr1",74
19,12,"Chr1",71
19,13,"Chr1",83
19,14,"Chr1",104
19,15,"Chr1",103
19,16,"Chr1",170
19,17,"Chr1",835
19,18,"Chr1",1847
19,19,"Chr1",5078
19,20,"Chr1",2783
19,21,"Chr1",1806
19,22,"Chr1",1190
19,23,"Chr1",735
19,24,"Chr1",372
19,25,"Chr1",4
19,26,"Chr1",5
19,27,"Chr1",3
19,28,"Chr1",2
19,29,"Chr1",2
19,30,"Chr1",6
19,31,"Chr1",6
19,32,"Chr1",5
19,33,"Chr1",2
19,34,"Chr1",8
19,35,"Chr1",3
19,36,"Chr1",5
19,37,"Chr1",5
19,38,"Chr1",6
19,39,"Chr1",3
19,40,"Chr1",5
19,41,"Chr1",4
19,42,"Chr1",3
19,43,"Chr1",3
19,44,"Chr1",7
19,45,"Chr1",7
19,46,"Chr1",4
19,47,"Chr1",4
19,48,"Chr1",3
19,49,"Chr1",3
19,50,"Chr1",10
19,51,"Chr1",7
19,52,"Chr1",5
19,53,"Chr1",7
19,54,"Chr1",3
19,55,"Chr1",11
19,56,"Chr1",6
19,57,"Chr1",5
19,58,"Chr1",3
19,59,"Chr1",2
19,60,"Chr1",2
19,61,"Chr1",4
19,62,"Chr1",3
19,63,"Chr1",4
19,64,"Chr1",5
19,65,"Chr1",2
19,66,"Chr1",4
19,67,"Chr1",4
19,68,"Chr1",4
19,69,"Chr1",8
19,70,"Chr1",9
19,71,"Chr1",3
19,72,"Chr1",12
19,73,"Chr1",5
19,74,"Chr1",6
19,75,"Chr1",6
19,76,"Chr1",2
19,77,"Chr1",2
19,78,"Chr1",4
19,79,"Chr1",5
19,80,"Chr1",2
20,1,"Chr1",54
20,2,"Chr1",61
20,3,"Chr1",57
20,4,"Chr1",60
20,5,"Chr1",52
20,6,"Chr1",74
20,7,"Chr1",78
20,8,"Chr1",85
20,9,"Chr1",53
20,10,"Chr1",66
20,11,"Chr1",60
20,12,"Chr1",65
20,13,"Chr1",92
20,14,"Chr1",90
20,15,"Chr1",97
20,16,"Chr1",155
20,17,"Chr1",660
20,18,"Chr1",1324
20,19,"Chr1",2783
20,20,"Chr1",6341
20,21,"Chr1",3202
20,22,"Chr1",1847
20,23,"Chr1",982
20,24,"Chr1",480
20,25,"Chr1",2
20,26,"Chr1",2
20,27,"Chr1",3
20,28,"Chr1",2
20,29,"Chr1",1
20,30,"Chr1",5
20,31,"Chr1",1
20,32,"Chr1",6
20,33,"Chr1",4
20,34,"Chr1",2
20,35,"Chr1",9
20,36,"Chr1",5
20,37,"Chr1",4
20,38,"Chr1",4
20,39,"Chr1",6
20,40,"Chr1",4
20,41,"Chr1",4
20,42,"Chr1",5
20,43,"Chr1",2
20,44,"Chr1",6
20,45,"Chr1",4
20,46,"Chr1",5
20,47,"Chr1",4
20,48,"Chr1",2
20,49,"Chr1",4
20,50,"Chr1",3
20,51,"Chr1",4
20,52,"Chr1",4
20,53,"Chr1",6
20,54,"Chr1",7
20,55,"Chr1",4
20,56,"Chr1",3
20,57,"Chr1",5
20,58,"Chr1",5
20,59,"Chr1",4
20,60,"Chr1",4
20,61,"Chr1",3
20,62,"Chr1",4
20,63,"Chr1",5
20,64,"Chr1",5
20,65,"Chr1",3
20,66,"Chr1",3
20,67,"Chr1",2
20,68,"Chr1",2
20,69,"Chr1",3
20,70,"Chr1",4
20,71,"Chr1",6
20,72,"Chr1",6
20,73,"Chr1",4
20,74,"Chr1",3
20,75,"Chr1",6
20,76,"Chr1",5
20,77,"Chr1",5
20,78,"Chr1",2
20,79,"Chr1",6
20,80,"Chr1",7
21,1,"Chr1",53
21,2,"Chr1",62
21,3,"Chr1",56
21,4,"Chr1",54
21,5,"Chr1",53
21,6,"Chr1",61
21,7,"Chr1",75
21,8,"Chr1",81
21,9,"Chr1",50
21,10,"Chr1",59
21,11,"Chr1",59
21,12,"Chr1",68
21,13,"Chr1",63
21,14,"Chr1",68
21,15,"Chr1",82
21,16,"Chr1",154
21,17,"Chr1",519
21,18,"Chr1",1041
21,19,"Chr1",1806
21,20,"Chr1",3202
21,21,"Chr1",6359
21,22,"Chr1",2718
21,23,"Chr1",1316
21,24,"Chr1",668
21,25,"Chr1",4
21,26,"Chr1",3
21,27,"Chr1",5
21,28,"Chr1",8
21,29,"Chr1",3
21,30,"Chr1",6
21,31,"Chr1",5
21,32,"Chr1",1
21,33,"Chr1",3
21,34,"Chr1",4
21,35,"Chr1",4
21,36,"Chr1",5
21,37,"Chr1",5
21,38,"Chr1",2
21,39,"Chr1",2
21,40,"Chr1",6
21,41,"Chr1",4
21,42,"Chr1",4
21,43,"Chr1",3
21,44,"Chr1",4
21,45,"Chr1",6
21,46,"Chr1",4
21,47,"Chr1",2
21,48,"Chr1",2
21,49,"Chr1",6
21,50,"Chr1",6
21,51,"Chr1",3
21,52,"Chr1",3
21,53,"Chr1",5
21,54,"Chr1",6
21,55,"Chr1",6
21,56,"Chr1",6
21,57,"Chr1",3
21,58,"Chr1",4
21,59,"Chr1",5
21,60,"Chr1",9
21,61,"Chr1",1
21,62,"Chr1",3
21,63,"Chr1",7
21,64,"Chr1",3
21,65,"Chr1",4
21,66,"Chr1",4
21,67,"Chr1",2
21,68,"Chr1",4
21,69,"Chr1",4
21,70,"Chr1",2
21,71,"Chr1",4
21,72,"Chr1",3
21,73,"Chr1",5
21,74,"Chr1",3
21,75,"Chr1",2
21,76,"Chr1",7
21,77,"Chr1",5
21,78,"Chr1",4
21,79,"Chr1",2
21,80,"Chr1",1
22,1,"Chr1",47
22,2,"Chr1",57
22,3,"Chr1",54
22,4,"Chr1",54
22,5,"Chr1",59
22,6,"Chr1",59
22,7,"Chr1",60
22,8,"Chr1",68
22,9,"Chr1",44
22,10,"Chr1",58
22,11,"Chr1",56
22,12,"Chr1",60
22,13,"Chr1",59
22,14,"Chr1",82
22,15,"Chr1",105
22,16,"Chr1",115
22,17,"Chr1",380
22,18,"Chr1",708
22,19,"Chr1",1190
22,20,"Chr1",1847
22,21,"Chr1",2718
22,22,"Chr1",4948
22,23,"Chr1",1800
22,24,"Chr1",838
22,25,"Chr1",4
22,26,"Chr1",3
22,27,"Chr1",2
22,28,"Chr1",4
22,29,"Chr1",3
22,30,"Chr1",5
22,31,"Chr1",3
22,32,"Chr1",2
22,33,"Chr1",6
22,34,"Chr1",3
22,35,"Chr1",5
22,36,"Chr1",3
22,37,"Chr1",0
22,38,"Chr1",0
22,39,"Chr1",3
22,40,"Chr1",3
22,41,"Chr1",2
22,42,"Chr1",4
22,43,"Chr1",4
22,44,"Chr1",1
22,45,"Chr1",2
22,46,"Chr1",3
22,47,"Chr1",5
22,48,"Chr1",2
22,49,"Chr1",3
22,50,"Chr1",2
22,51,"Chr1",0
22,52,"Chr1",2
22,53,"Chr1",6
22,54,"Chr1",4
22,55,"Chr1",6
22,56,"Chr1",4
22,57,"Chr1",5
22,58,"Chr1",4
22,59,"Chr1",5
22,60,"Chr1",4
22,61,"Chr1",2
22,62,"Chr1",5
22,63,"Chr1",5
22,64,"Chr1",3
22,65,"Chr1",3
22,66,"Chr1",4
22,67,"Chr1",1
22,68,"Chr1",4
22,69,"Chr1",4
22,70,"Chr1",1
22,71,"Chr1",4
22,72,"Chr1",6
22,73,"Chr1",1
22,74,"Chr1",5
22,75,"Chr1",6
22,76,"Chr1",0
22,77,"Chr1",3
22,78,"Chr1",5
22,79,"Chr1",2
22,80,"Chr1",5
23,1,"Chr1",32
23,2,"Chr1",40
23,3,"Chr1",48
23,4,"Chr1",48
23,5,"Chr1",62
23,6,"Chr1",51
23,7,"Chr1",66
23,8,"Chr1",63
23,9,"Chr1",38
23,10,"Chr1",53
23,11,"Chr1",53
23,12,"Chr1",53
23,13,"Chr1",73
23,14,"Chr1",49
23,15,"Chr1",77
23,16,"Chr1",85
23,17,"Chr1",277
23,18,"Chr1",412
23,19,"Chr1",735
23,20,"Chr1",982
23,21,"Chr1",1316
23,22,"Chr1",1800
23,23,"Chr1",2992
23,24,"Chr1",1124
23,25,"Chr1",3
23,26,"Chr1",0
23,27,"Chr1",3
23,28,"Chr1",4
23,29,"Chr1",4
23,30,"Chr1",2
23,31,"Chr1",3
23,32,"Chr1",3
23,33,"Chr1",3
23,34,"Chr1",3
23,35,"Chr1",6
23,36,"Chr1",6
23,37,"Chr1",5
23,38,"Chr1",2
23,39,"Chr1",5
23,40,"Chr1",4
23,41,"Chr1",4
23,42,"Chr1",2
23,43,"Chr1",5
23,44,"Chr1",2
23,45,"Chr1",0
23,46,"Chr1",1
23,47,"Chr1",2
23,48,"Chr1",3
23,49,"Chr1",4
23,50,"Chr1",0
23,51,"Chr1",5
23,52,"Chr1",1
23,53,"Chr1",3
23,54,"Chr1",4
23,55,"Chr1",3
23,56,"Chr1",2
23,57,"Chr1",1
23,58,"Chr1",2
23,59,"Chr1",5
23,60,"Chr1",3
23,61,"Chr1",5
23,62,"Chr1",1
23,63,"Chr1",3
23,64,"Chr1",3
23,65,"Chr1",6
23,66,"Chr1",6
23,67,"Chr1",6
23,68,"Chr1",4
23,69,"Chr1",3
23,70,"Chr1",4
23,71,"Chr1",5
23,72,"Chr1",3
23,73,"Chr1",3
23,74,"Chr1",6
23,75,"Chr1",1
23,76,"Chr1",4
23,77,"Chr1",8
23,78,"Chr1",5
23,79,"Chr1",3
23,80,"Chr1",2
24,1,"Chr1",39
24,2,"Chr1",41
24,3,"Chr1",52
24,4,"Chr1",56
24,5,"Chr1",57
24,6,"Chr1",51
24,7,"Chr1",55
24,8,"Chr1",51
24,9,"Chr1",59
24,10,"Chr1",50
24,11,"Chr1",39
24,12,"Chr1",61
24,13,"Chr1",49
24,14,"Chr1",75
24,15,"Chr1",61
24,16,"Chr1",101
24,17,"Chr1",181
24,18,"Chr1",288
24,19,"Chr1",372
24,20,"Chr1",480
24,21,"Chr1",668
24,22,"Chr1",838
24,23,"Chr1",1124
24,24,"Chr1",1807
24,25,"Chr1",5
24,26,"Chr1",2
24,27,"Chr1",0
24,28,"Chr1",3
24,29,"Chr1",5
24,30,"Chr1",3
24,31,"Chr1",6
24,32,"Chr1",4
24,33,"Chr1",10
24,34,"Chr1",4
24,35,"Chr1",4
24,36,"Chr1",3
24,37,"Chr1",4
24,38,"Chr1",6
24,39,"Chr1",2
24,40,"Chr1",4
24,41,"Chr1",4
24,42,"Chr1",7
24,43,"Chr1",3
24,44,"Chr1",1
24,45,"Chr1",4
24,46,"Chr1",3
24,47,"Chr1",3
24,48,"Chr1",1
24,49,"Chr1",1
24,50,"Chr1",1
24,51,"Chr1",4
24,52,"Chr1",5
24,53,"Chr1",5
24,54,"Chr1",3
24,55,"Chr1",8
24,56,"Chr1",4
24,57,"Chr1",3
24,58,"Chr1",2
24,59,"Chr1",0
24,60,"Chr1",9
24,61,"Chr1",4
24,62,"Chr1",2
24,63,"Chr1",4
24,64,"Chr1",6
24,65,"Chr1",1
24,66,"Chr1",0
24,67,"Chr1",3
24,68,"Chr1",1
24,69,"Chr1",1
24,70,"Chr1",1
24,71,"Chr1",1
24,72,"Chr1",3
24,73,"Chr1",6
24,74,"Chr1",5
24,75,"Chr1",4
24,76,"Chr1",3
24,77,"Chr1",4
24,78,"Chr1",4
24,79,"Chr1",8
24,80,"Chr1",4
25,1,"Chr2",3
25,2,"Chr2",6
25,3,"Chr2",4
25,4,"Chr2",5
25,5,"Chr2",3
25,6,"Chr2",2
25,7,"Chr2",3
25,8,"Chr2",3
25,9,"Chr2",5
25,10,"Chr2",10
25,11,"Chr2",6
25,12,"Chr2",3
25,13,"Chr2",2
25,14,"Chr2",1
25,15,"Chr2",1
25,16,"Chr2",6
25,17,"Chr2",3
25,18,"Chr2",1
25,19,"Chr2",4
25,20,"Chr2",2
25,21,"Chr2",4
25,22,"Chr2",4
25,23,"Chr2",3
25,24,"Chr2",5
25,25,"Chr2",1944
25,26,"Chr2",1142
25,27,"Chr2",812
25,28,"Chr2",663
25,29,"Chr2",506
25,30,"Chr2",440
25,31,"Chr2",255
25,32,"Chr2",213
25,33,"Chr2",84
25,34,"Chr2",82
25,35,"Chr2",59
25,36,"Chr2",56
25,37,"Chr2",44
25,38,"Chr2",59
25,39,"Chr2",51
25,40,"Chr2",50
25,41,"Chr2",66
25,42,"Chr2",71
25,43,"Chr2",50
25,44,"Chr2",49
25,45,"Chr2",1
25,46,"Chr2",3
25,47,"Chr2",4
25,48,"Chr2",1
25,49,"Chr2",2
25,50,"Chr2",3
25,51,"Chr2",5
25,52,"Chr2",1
25,53,"Chr2",0
25,54,"Chr2",3
25,55,"Chr2",2
25,56,"Chr2",2
25,57,"Chr2",3
25,58,"Chr2",1
25,59,"Chr2",2
25,60,"Chr2",4
25,61,"Chr2",2
25,62,"Chr2",4
25,63,"Chr2",4
25,64,"Chr2",5
25,65,"Chr2",8
25,66,"Chr2",3
25,67,"Chr2",4
25,68,"Chr2",2
25,69,"Chr2",2
25,70,"Chr2",6
25,71,"Chr2",1
25,72,"Chr2",5
25,73,"Chr2",3
25,74,"Chr2",2
25,75,"Chr2",1
25,76,"Chr2",2
25,77,"Chr2",2
25,78,"Chr2",3
25,79,"Chr2",3
25,80,"Chr2",6
26,1,"Chr2",6
26,2,"Chr2",5
26,3,"Chr2",6
26,4,"Chr2",1
26,5,"Chr2",5
26,6,"Chr2",5
26,7,"Chr2",2
26,8,"Chr2",3
26,9,"Chr2",5
26,10,"Chr2",5
26,11,"Chr2",3
26,12,"Chr2",8
26,13,"Chr2",5
26,14,"Chr2",5
26,15,"Chr2",3
26,16,"Chr2",3
26,17,"Chr2",2
26,18,"Chr2",2
26,19,"Chr2",5
26,20,"Chr2",2
26,21,"Chr2",3
26,22,"Chr2",3
26,23,"Chr2",0
26,24,"Chr2",2
26,25,"Chr2",1142
26,26,"Chr2",3096
26,27,"Chr2",1930
26,28,"Chr2",1354
26,29,"Chr2",991
26,30,"Chr2",708
26,31,"Chr2",459
26,32,"Chr2",274
26,33,"Chr2",94
26,34,"Chr2",69
26,35,"Chr2",50
26,36,"Chr2",62
26,37,"Chr2",49
26,38,"Chr2",60
26,39,"Chr2",51
26,40,"Chr2",45
26,41,"Chr2",69
26,42,"Chr2",73
26,43,"Chr2",49
26,44,"Chr2",53
26,45,"Chr2",4
26,46,"Chr2",4
26,47,"Chr2",0
26,48,"Chr2",7
26,49,"Chr2",3
26,50,"Chr2",6
26,51,"Chr2",3
26,52,"Chr2",5
26,53,"Chr2",4
26,54,"Chr2",9
26,55,"Chr2",5
26,56,"Chr2",3
26,57,"Chr2",2
26,58,"Chr2",4
26,59,"Chr2",1
26,60,"Chr2",4
26,61,"Chr2",4
26,62,"Chr2",2
26,63,"Chr2",9
26,64,"Chr2",5
26,65,"Chr2",2
26,66,"Chr2",3
26,67,"Chr2",6
26,68,"Chr2",5
26,69,"Chr2",5
26,70,"Chr2",7
26,71,"Chr2",4
26,72,"Chr2",3
26,73,"Chr2",7
26,74,"Chr2",4
26,75,"Chr2",6
26,76,"Chr2",4
26,77,"Chr2",4
26,78,"Chr2",5
26,79,"Chr2",3
26,80,"Chr2",5
27,1,"Chr2",4
27,2,"Chr2",3
27,3,"Chr2",1
27,4,"Chr2",5
27,5,"Chr2",6
27,6,"Chr2",5
27,7,"Chr2",2
27,8,"Chr2",5
27,9,"Chr2",2
27,10,"Chr2",0
27,11,"Chr2",7
27,12,"Chr2",6
27,13,"Chr2",7
27,14,"Chr2",6
27,15,"Chr2",6
27,16,"Chr2",3
27,17,"Chr2",3
27,18,"Chr2",3
27,19,"Chr2",3
27,20,"Chr2",3
27,21,"Chr2",5
27,22,"Chr2",2
27,23,"Chr2",3
27,24,"Chr2",0
27,25,"Chr2",812
27,26,"Chr2",1930
27,27,"Chr2",4964
27,28,"Chr2",2702
27,29,"Chr2",1799
27,30,"Chr2",1146
27,31,"Chr2",670
27,32,"Chr2",395
27,33,"Chr2",113
27,34,"Chr2",90
27,35,"Chr2",81
27,36,"Chr2",71
27,37,"Chr2",68
27,38,"Chr2",50
27,39,"Chr2",53
27,40,"Chr2",46
27,41,"Chr2",85
27,42,"Chr2",61
27,43,"Chr2",80
27,44,"Chr2",56
27,45,"Chr2",2
27,46,"Chr2",2
27,47,"Chr2",5
27,48,"Chr2",8
27,49,"Chr2",2
27,50,"Chr2",4
27,51,"Chr2",8
27,52,"Chr2",12
27,53,"Chr2",3
27,54,"Chr2",1
27,55,"Chr2",6
27,56,"Chr2",6
27,57,"Chr2",5
27,58,"Chr2",5
27,59,"Chr2",5
27,60,"Chr2",4
27,61,"Chr2",4
27,62,"Chr2",2
27,63,"Chr2",2
27,64,"Chr2",3
27,65,"Chr2",4
27,66,"Chr2",5
27,67,"Chr2",6
27,68,"Chr2",6
27,69,"Chr2",4
27,70,"Chr2",5
27,71,"Chr2",5
27,72,"Chr2",7
27,73,"Chr2",6
27,74,"Chr2",2
27,75,"Chr2",6
27,76,"Chr2",2
27,77,"Chr2",3
27,78,"Chr2",3
27,79,"Chr2",5
27,80,"Chr2",2
28,1,"Chr2",3
28,2,"Chr2",5
28,3,"Chr2",4
28,4,"Chr2",6
28,5,"Chr2",3
28,6,"Chr2",3
28,7,"Chr2",6
28,8,"Chr2",6
28,9,"Chr2",7
28,10,"Chr2",5
28,11,"Chr2",4
28,12,"Chr2",10
28,13,"Chr2",6
28,14,"Chr2",6
28,15,"Chr2",7
28,16,"Chr2",5
28,17,"Chr2",5
28,18,"Chr2",5
28,19,"Chr2",2
28,20,"Chr2",2
28,21,"Chr2",8
28,22,"Chr2",4
28,23,"Chr2",4
28,24,"Chr2",3
28,25,"Chr2",663
28,26,"Chr2",1354
28,27,"Chr2",2702
28,28,"Chr2",6273
28,29,"Chr2",2992
28,30,"Chr2",1734
28,31,"Chr2",967
28,32,"Chr2",508
28,33,"Chr2",117
28,34,"Chr2",106
28,35,"Chr2",75
28,36,"Chr2",73
28,37,"Chr2",62
28,38,"Chr2",54
28,39,"Chr2",54
28,40,"Chr2",67
28,41,"Chr2",72
28,42,"Chr2",62
28,43,"Chr2",59
28,44,"Chr2",73
28,45,"Chr2",7
28,46,"Chr2",3
28,47,"Chr2",3
28,48,"Chr2",5
28,49,"Chr2",6
28,50,"Chr2",2
28,51,"Chr2",4
28,52,"Chr2",6
28,53,"Chr2",10
28,54,"Chr2",9
28,55,"Chr2",4
28,56,"Chr2",11
28,57,"Chr2",4
28,58,"Chr2",8
28,59,"Chr2",7
28,60,"Chr2",7
28,61,"Chr2",3
28,62,"Chr2",6
28,63,"Chr2",2
28,64,"Chr2",3
28,65,"Chr2",5
28,66,"Chr2",4
28,67,"Chr2",5
28,68,"Chr2",4
28,69,"Chr2",2
28,70,"Chr2",3
28,71,"Chr2",12
28,72,"Chr2",6
28,73,"Chr2",9
28,74,"Chr2",9
28,75,"Chr2",8
28,76,"Chr2",4
28,77,"Chr2",0
28,78,"Chr2",8
28,79,"Chr2",4
28,80,"Chr2",4
29,1,"Chr2",3
29,2,"Chr2",1
29,3,"Chr2",0
29,4,"Chr2",3
29,5,"Chr2",3
29,6,"Chr2",9
29,7,"Chr2",10
29,8,"Chr2",8
29,9,"Chr2",9
29,10,"Chr2",14
29,11,"Chr2",12
29,12,"Chr2",13
29,13,"Chr2",15
29,14,"Chr2",11
29,15,"Chr2",10
29,16,"Chr2",7
29,17,"Chr2",5
29,18,"Chr2",3
29,19,"Chr2",2
29,20,"Chr2",1
29,21,"Chr2",3
29,22,"Chr2",3
29,23,"Chr2",4
29,24,"Chr2",5
29,25,"Chr2",506
29,26,"Chr2",991
29,27,"Chr2",1799
29,28,"Chr2",2992
29,29,"Chr2",6406
29,30,"Chr2",2743
29,31,"Chr2",1298
29,32,"Chr2",639
29,33,"Chr2",147
29,34,"Chr2",101
29,35,"Chr2",100
29,36,"Chr2",68
29,37,"Chr2",67
29,38,"Chr2",69
29,39,"Chr2",55
29,40,"Chr2",59
29,41,"Chr2",87
29,42,"Chr2",69
29,43,"Chr2",66
29,44,"Chr2",56
29,45,"Chr2",3
29,46,"Chr2",2
29,47,"Chr2",4
29,48,"Chr2",4
29,49,"Chr2",6
29,50,"Chr2",5
29,51,"Chr2",13
29,52,"Chr2",7
29,53,"Chr2",10
29,54,"Chr2",9
29,55,"Chr2",11
29,56,"Chr2",15
29,57,"Chr2",12
29,58,"Chr2",7
29,59,"Chr2",7
29,60,"Chr2",8
29,61,"Chr2",4
29,62,"Chr2",1
29,63,"Chr2",3
29,64,"Chr2",4
29,65,"Chr2",6
29,66,"Chr2",3
29,67,"Chr2",4
29,68,"Chr2",5
29,69,"Chr2",8
29,70,"Chr2",2
29,71,"Chr2",14
29,72,"Chr2",11
29,73,"Chr2",9
29,74,"Chr2",18
29,75,"Chr2",11
29,76,"Chr2",11
29,77,"Chr2",4
29,78,"Chr2",5
